WARRIOR N-79
205291000
0
24
14
10
3
3
51.40178,3.26645,1773135655,,3.1,91,,8.4,8,216
51.40178,3.266,1773135636,,3.1,90,,8.4,8,216
51.40178,3.2656,1773135618,,3.1,90,,8.4,8,216
51.40176,3.2653,1773135605,,3.1,87,,8.4,8,216
51.40171,3.26493,1773135588,,3.3,81,,8.4,8,216
51.40164,3.26464,1773135575,,3.4,78,,8.4,8,216
51.40155,3.26434,1773135561,,3.3,79,,8.4,8,216
51.40146,3.26392,1773135545,,3.1,85,,8.4,8,216
51.40204,3.26176,1773135446,,3.7,112,,8.4,8,216
51.40213,3.26148,1773135435,,3.9,114,,8.4,8,216
51.40226,3.26115,1773135422,,4,119,,8.4,8,216
51.40249,3.26085,1773135409,,4.4,131,,8.4,8,216
51.40268,3.26077,1773135398,,4.4,149,,8.4,8,216
51.40286,3.26075,1773135391,,4.3,157,,8.4,8,216
51.4031,3.26083,1773135378,,4.5,173,,8.4,8,216
51.40338,3.26104,1773135365,,4.8,188,,8.4,8,216
51.40361,3.26136,1773135351,,4.9,204,,8.4,8,216
51.40383,3.26176,1773135338,,5.1,247.6,,8.4,8,216
51.40398,3.26221,1773135324,,5.1,258.1,,8.4,8,216
51.40057,3.29823,1773134417,,5.9,287.7,,8.3,7.3,221
51.40052,3.29866,1773134407,,6,293.6,,8.3,7.3,221
51.40041,3.29916,1773134395,,6.1,304.5,,8.3,7.3,221
51.40022,3.29972,1773134382,,6,317.9,,8.3,7.3,221
51.3999,3.30024,1773134365,,5.6,342.4,,8.3,7.3,221
51.39964,3.30043,1773134354,,5.3,354.5,,8.3,7.3,221
51.39937,3.30048,1773134344,,5.2,2.7,,8.3,7.3,221
51.39908,3.30049,1773134332,,4.9,23,,8.3,7.3,221
51.39884,3.30043,1773134321,,4.7,32,,8.3,7.3,221
51.39858,3.30027,1773134306,,4.5,44,,8.3,7.3,221
51.39836,3.30009,1773134295,,4.3,49,,8.3,7.3,221
51.3982,3.29988,1773134284,,4,59,,8.3,7.3,221
51.39806,3.29947,1773134270,,3.7,77,,8.3,7.3,221
51.398,3.29919,1773134259,,3.5,84,,8.3,7.3,221
51.39804,3.29886,1773134245,,3.4,103,,8.3,7.3,221
51.39875,3.29545,1773134104,,3.4,104,,8.3,7.3,221
51.39889,3.29474,1773134075,,3.3,103,,8.3,7.3,221
51.39899,3.2943,1773134055,,3.4,103,,8.3,7.3,221
51.39911,3.29378,1773134035,,3.4,102,,8.3,7.3,221
51.39954,3.29133,1773133934,,3.3,101,,8.3,7.3,221
51.39961,3.29087,1773133915,,3.3,103,,8.3,7.3,221
51.39972,3.29041,1773133895,,3.3,104,,8.3,7.1,225
51.401,3.28419,1773133634,,3.3,104,,8.3,7.1,225
51.40108,3.28376,1773133616,,3.3,103,,8.3,7.1,225
51.40116,3.28346,1773133604,,3.3,103,,8.3,7.1,225
51.40147,3.28205,1773133544,,3.3,104,,8.3,7.1,225
51.40156,3.2816,1773133524,,3.3,105,,8.3,7.1,225
51.40196,3.27847,1773133396,,3.5,96,,8.3,7.1,225
51.40201,3.27795,1773133375,,3.5,97,,8.3,7.1,225
51.40195,3.27293,1773133175,,3.7,90,,8.3,7.2,226
51.40192,3.27186,1773133137,,3.5,90,,8.3,7.2,226
51.40191,3.27141,1773133118,,3.5,90,,8.3,7.2,226
51.4014,3.26582,1773132894,,3.5,83,,8.3,7.2,226
51.40135,3.26538,1773132876,,3.5,82,,8.3,7.2,226
51.40135,3.2649,1773132855,,3.6,83,,8.3,7.2,226
51.40131,3.26461,1773132847,,3.5,83,,8.3,7.2,226
51.40118,3.26412,1773132825,,3.4,83,,8.3,7.2,226
51.40113,3.26362,1773132805,,3.2,84,,8.3,7.2,226
51.40107,3.26316,1773132788,,3.2,84,,8.3,7.2,226
51.401,3.26279,1773132768,,3.6,83,,8.3,7.2,226
51.40095,3.2625,1773132756,,3.9,87,,8.3,7.2,226
51.40094,3.26211,1773132736,,3.7,103,,8.3,7.2,226
51.40099,3.26179,1773132728,,3.7,104,,8.3,7.2,226
51.40105,3.26147,1773132712,,4.8,111,,8.3,7.2,226
51.40144,3.26095,1773132698,,6.5,174.4,,8.3,7.2,226
51.40281,3.26084,1773132649,,5.9,176.8,,8.3,7.3,228
51.40318,3.26082,1773132636,,5.5,174.1,,8.3,7.3,228
51.40338,3.2608,1773132630,,4.8,159,,8.3,7.3,228
51.40373,3.2607,1773132616,,3,151,,8.3,7.3,228
51.40396,3.26063,1773132603,,1.7,147,,8.3,7.3,228
51.404,3.26093,1773132576,,1.4,168,,8.3,7.3,228
51.40401,3.26122,1773132549,,1.4,163,,8.3,7.3,228
51.404,3.26155,1773132522,,1.3,152,,8.3,7.3,228
51.404,3.26185,1773132486,,1.1,140,,8.3,7.3,228
51.40417,3.26209,1773132385,,1,111,,8.3,7.3,228
51.40431,3.26187,1773132335,,1.6,105,,8.3,7.3,228
51.4044,3.26153,1773132305,,2.8,103,,8.3,7.3,228
51.40447,3.26116,1773132286,,3.6,101,,8.3,7.3,228
51.40461,3.26036,1773132255,,3.8,103,,8.3,7.3,228
51.40467,3.26006,1773132244,,3.9,103,,8.3,7.3,228
51.40478,3.25958,1773132228,,3.8,104,,8.3,7.3,228
51.40485,3.25929,1773132215,,3.8,103,,8.3,7.3,228
51.40493,3.25888,1773132198,,3.8,98,,8.3,7.3,228
51.40499,3.25847,1773132184,,3.9,95,,8.3,7.3,228
51.405,3.25795,1773132166,,4.1,87,,8.3,7.3,228
51.405,3.25763,1773132157,,4.2,84,,8.3,7.3,228
51.40492,3.25713,1773132142,,4.4,75,,8.3,7.3,228
51.40479,3.25684,1773132128,,4.6,61,,8.3,7.3,228
51.40461,3.25658,1773132116,,4.8,51,,8.3,7.3,228
51.40437,3.25638,1773132102,,4.9,37,,8.3,7.3,228
51.4041,3.25619,1773132088,,5.2,12.9,,8.3,7.5,231
51.40372,3.25601,1773132073,,5.3,354.2,,8.3,7.5,231
51.40342,3.25602,1773132059,,5.8,334.1,,8.3,7.5,231
51.4031,3.25622,1773132046,,5.7,320.7,,8.3,7.5,231
51.40287,3.25647,1773132035,,5.7,308.9,,8.3,7.5,231
51.40267,3.25677,1773132028,,5.5,294.8,,8.3,7.5,231
51.40255,3.25717,1773132016,,5.6,280.6,,8.3,7.5,231
51.40253,3.25758,1773132005,,5.8,279.6,,8.3,7.5,231
51.40218,3.26188,1773131905,,5.8,279.2,,8.3,7.5,231
51.40215,3.26234,1773131894,,5.8,280.1,,8.3,7.5,231
51.4021,3.26286,1773131881,,5.8,281,,8.3,7.5,231
51.40202,3.26352,1773131866,,5.8,281,,8.3,7.5,231
51.40229,3.27163,1773131675,,5.8,265.2,,8.3,7.5,231
51.4029,3.28371,1773131398,,6.4,269.5,,8.4,7.7,233
51.40293,3.28436,1773131384,,6.4,277.1,,8.4,7.7,233
51.40292,3.28484,1773131377,,6.3,286.5,,8.4,7.7,233
51.39905,3.29262,1773131145,,6,309.2,,8.4,7.7,233
51.39783,3.29496,1773131078,,6.2,307.1,,8.4,7.7,233
51.39769,3.29524,1773131070,,6.2,304.8,,8.4,7.7,233
51.39753,3.29558,1773131060,,6.3,299.8,,8.4,7.7,233
51.39738,3.29597,1773131048,,6.3,293.2,,8.4,7.7,233
51.39721,3.29653,1773131035,,6.2,282.2,,8.4,7.7,233
51.39714,3.29685,1773131029,,6,273.9,,8.4,7.7,233
51.3971,3.29744,1773131016,,5.8,254.6,,8.4,7.7,233
51.39714,3.29774,1773131010,,5.7,248.4,,8.4,7.7,233
51.39718,3.29804,1773131004,,5.6,241.8,,8.4,7.7,233
51.39729,3.29843,1773130992,,5.5,231.5,,8.4,7.7,233
51.39763,3.2991,1773130971,,5.7,225.2,,8.4,7.7,233
